1	1	0.52524	0.64464	0.53697
1	2	0.57269	0.56376	0.5551
1	3	0.55881	0.54423	0.58119
1	4	0.56271	0.58641	0.54472
1	5	0.55445	0.64776	0.5107
1	6	0.56461	0.6085	0.52837
1	7	0.49327	0.64749	0.5594
1	8	0.4782	0.63191	0.58017
1	9	0.4462	0.61223	0.61876
1	10	0.42567	0.58342	0.66034
1	11	0.39613	0.61087	0.66337
1	12	0.45239	0.62858	0.60933
1	13	0.51627	0.61757	0.56862
1	14	0.56579	0.56994	0.56548
1	15	0.6294	0.54084	0.53343
1	16	0.66025	0.58197	0.48523
1	17	0.69304	0.53126	0.49134
1	18	0.71256	0.59919	0.435
1	19	0.66705	0.60233	0.46426
1	20	0.64732	0.65348	0.44257
1	21	0.72052	0.54294	0.46072
1	22	0.69141	0.64485	0.41921
1	23	0.67035	0.59533	0.46847
1	24	0.67865	0.67048	0.41604
1	25	0.66474	0.60733	0.46719
1	26	0.54018	0.70699	0.48224
1	27	0.54614	0.64875	0.51461
1	28	0.53932	0.67299	0.49899
1	29	0.55306	0.66671	0.48855
1	30	0.54101	0.73925	0.44897
1	31	0.56907	0.71715	0.45841
1	32	0.5534	0.69281	0.48439
2	1	0.53096	0.54965	0.592
2	2	0.56527	0.49359	0.60443
2	3	0.53902	0.50496	0.62032
2	4	0.51598	0.54954	0.60139
2	5	0.48702	0.6074	0.58294
2	6	0.48768	0.61844	0.5769
2	7	0.42894	0.66504	0.59275
2	8	0.43757	0.66072	0.58901
2	9	0.4256	0.65182	0.6043
2	10	0.41006	0.61378	0.64556
2	11	0.42893	0.60752	0.63359
2	12	0.48043	0.6077	0.59369
2	13	0.53701	0.57194	0.57426
2	14	0.64607	0.46439	0.56721
2	15	0.69852	0.45354	0.53558
2	16	0.69248	0.50945	0.50684
2	17	0.71224	0.47829	0.51251
2	18	0.72575	0.55871	0.45282
2	19	0.64079	0.61696	0.4765
2	20	0.62549	0.6636	0.45383
2	21	0.72294	0.51989	0.47372
2	22	0.69481	0.59741	0.44589
2	23	0.66884	0.54711	0.49873
2	24	0.65658	0.61607	0.46523
2	25	0.64763	0.55544	0.51077
2	26	0.51982	0.68234	0.51304
2	27	0.55106	0.62526	0.52629
2	28	0.55669	0.64678	0.50359
2	29	0.57239	0.62392	0.50374
2	30	0.55613	0.67796	0.47764
2	31	0.60029	0.64505	0.48013
2	32	0.58464	0.61681	0.50926
3	1	0.57464	0.569	0.55061
3	2	0.62001	0.49145	0.5688
3	3	0.60608	0.50205	0.57685
3	4	0.58281	0.52611	0.57224
3	5	0.54339	0.55091	0.5814
3	6	0.5347	0.55611	0.5839
3	7	0.47832	0.62332	0.58182
3	8	0.49081	0.62421	0.56924
3	9	0.46676	0.62161	0.58489
3	10	0.47876	0.59627	0.59558
3	11	0.51888	0.57683	0.57658
3	12	0.57235	0.58294	0.53247
3	13	0.61042	0.56537	0.5181
3	14	0.73127	0.44643	0.51374
3	15	0.72464	0.43552	0.5277
3	16	0.66467	0.50636	0.52867
3	17	0.64613	0.49876	0.55032
3	18	0.64744	0.55942	0.51146
3	19	0.57121	0.67734	0.48793
3	20	0.60822	0.74267	0.41519
3	21	0.74174	0.57195	0.428
3	22	0.71755	0.57362	0.44535
3	23	0.68684	0.50965	0.50885
3	24	0.61625	0.55136	0.53783
3	25	0.60301	0.49727	0.58167
3	26	0.47182	0.6693	0.55729
3	27	0.50726	0.67096	0.52778
3	28	0.52608	0.70286	0.48901
3	29	0.54799	0.68316	0.48284
3	30	0.52885	0.7361	0.45843
3	31	0.58633	0.67955	0.46679
3	32	0.60421	0.62746	0.48938
4	1	0.58096	0.54195	0.56113
4	2	0.61845	0.46284	0.58709
4	3	0.61918	0.45324	0.59738
4	4	0.62407	0.46471	0.58374
4	5	0.59401	0.46495	0.60406
4	6	0.59261	0.47366	0.59794
4	7	0.53064	0.56628	0.58221
4	8	0.54867	0.57591	0.55907
4	9	0.51619	0.60669	0.55671
4	10	0.54152	0.61001	0.53588
4	11	0.58759	0.59743	0.50846
4	12	0.60502	0.61596	0.48525
4	13	0.61694	0.5978	0.49189
4	14	0.71278	0.45543	0.52088
4	15	0.67891	0.4404	0.5582
4	16	0.59195	0.51285	0.5752
4	17	0.58655	0.48963	0.59723
4	18	0.56429	0.52745	0.58932
4	19	0.48243	0.72435	0.52138
4	20	0.57085	0.79019	0.41252
4	21	0.75259	0.60427	0.40472
4	22	0.74813	0.57522	0.42542
4	23	0.75756	0.5298	0.44659
4	24	0.7315	0.49105	0.49566
4	25	0.68872	0.44799	0.54933
4	26	0.56104	0.61839	0.5232
4	27	0.58665	0.63065	0.49603
4	28	0.58616	0.65646	0.47658
4	29	0.61282	0.63035	0.46884
4	30	0.60315	0.66685	0.45089
4	31	0.62155	0.60779	0.48393
4	32	0.61207	0.58946	0.50439
5	1	0.6155	0.60468	0.49724
5	2	0.61392	0.55742	0.53178
5	3	0.62499	0.5355	0.54149
5	4	0.64202	0.51296	0.54365
5	5	0.59494	0.46038	0.61122
5	6	0.59618	0.47125	0.60257
5	7	0.56581	0.53532	0.58142
5	8	0.57192	0.54737	0.56426
5	9	0.51671	0.61038	0.55803
5	10	0.55751	0.64553	0.50146
5	11	0.59605	0.63967	0.47457
5	12	0.57624	0.63305	0.49342
5	13	0.58644	0.61961	0.49976
5	14	0.689	0.47565	0.52408
5	15	0.63273	0.46047	0.57865
5	16	0.54382	0.52838	0.59893
5	17	0.57001	0.50817	0.59585
5	18	0.56106	0.51714	0.59755
5	19	0.5161	0.66928	0.53255
5	20	0.59831	0.73632	0.42571
5	21	0.75658	0.59171	0.40934
5	22	0.75651	0.58332	0.41512
5	23	0.76005	0.58082	0.41263
5	24	0.73391	0.54233	0.45998
5	25	0.70112	0.47027	0.52724
5	26	0.614	0.55635	0.53896
5	27	0.63434	0.56766	0.51588
5	28	0.6483	0.57375	0.49825
5	29	0.68327	0.56236	0.47428
5	30	0.68296	0.59676	0.45418
5	31	0.63753	0.62358	0.46382
5	32	0.64134	0.64823	0.44786
6	1	0.62301	0.63504	0.47842
6	2	0.59066	0.57807	0.53979
6	3	0.63658	0.55827	0.52138
6	4	0.65857	0.51882	0.53175
6	5	0.62101	0.45251	0.60204
6	6	0.63323	0.47751	0.57721
6	7	0.63512	0.54273	0.53256
6	8	0.60434	0.55209	0.54331
6	9	0.5544	0.61691	0.53327
6	10	0.62157	0.65052	0.45581
6	11	0.64485	0.62905	0.4479
6	12	0.60592	0.6197	0.48128
6	13	0.59477	0.60128	0.5052
6	14	0.67753	0.48369	0.52467
6	15	0.60927	0.4878	0.57441
6	16	0.54106	0.56077	0.5753
6	17	0.58095	0.54419	0.56026
6	18	0.5926	0.55297	0.54943
6	19	0.57901	0.68787	0.47499
6	20	0.64063	0.74493	0.39254
6	21	0.72545	0.68733	0.37533
6	22	0.72597	0.64506	0.40141
6	23	0.72878	0.65408	0.39094
6	24	0.69427	0.60318	0.45012
6	25	0.65617	0.53372	0.52282
6	26	0.60603	0.5465	0.55264
6	27	0.60046	0.5892	0.5309
6	28	0.62343	0.6039	0.50342
6	29	0.68051	0.61666	0.4508
